INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,0,0,3,tensor(1.1308),tensor(1.0695, dtype=torch.float64),213.91455078125,2416.705810546875,[sub, tensor(4.3934), 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,1,0.1608288288116455,5,tensor(0.5321),tensor(0.5201, dtype=torch.float64),5.215620517730713,10.454050064086914,[add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,2,0.19243335723876953,9,tensor(0.4963),tensor(0.5405, dtype=torch.float64),4.00896692276001,11.30998706817627,[add, tensor(4.4174), div, 5, add, tensor(4.4174), add, tensor(1.3668), 10]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,3,0.1657543182373047,1,tensor(0.4763),tensor(0.4877, dtype=torch.float64),11.978471755981445,44.02058792114258,[tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,4,0.15194487571716309,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),4.897365665041613e+17,2.0727253785263473e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,16,0.1911296844482422,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.979230659307897e+18,4.3226631692699566e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,17,0.16391777992248535,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.8976081387420385e+18,4.290809767657472e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,18,0.1864640712738037,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.0200420570297795e+18,4.3379235660297667e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,19,0.16327691078186035,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.18328764791731e+18,4.394630878232314e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,20,0.18172025680541992,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.4281560342486057e+18,4.467124703508562e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,21,0.17161989212036133,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.264910443361075e+18,4.4204416388164485e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,22,0.18244600296020508,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.530305559245095e+18,4.1244118769331077e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,23,0.277010440826416,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.18328764791731e+18,4.394630878232314e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,24,0.20872950553894043,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.4281560342486057e+18,4.467124703508562e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,25,0.17906975746154785,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.264910443361075e+18,4.4204416388164485e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,26,0.1723613739013672,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.652739752410743e+18,4.1842137646120305e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,27,0.16239595413208008,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.979230659307897e+18,4.3226631692699566e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,28,0.16494226455688477,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1424762501954273e+18,4.3810956152164844e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,29,0.1788616180419922,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,30,0.17009353637695312,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.856796741020156e+18,4.2742071420780544e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,31,0.17476916313171387,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1424762501954273e+18,4.3810956152164844e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,32,0.1729145050048828,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.18328764791731e+18,4.394630878232314e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,33,0.16901922225952148,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.4281560342486057e+18,4.467124703508562e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,34,0.17771148681640625,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,35,0.19175004959106445,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.5505902274142536e+18,4.497915427132801e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,36,0.17375802993774414,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.979230659307897e+18,4.3226631692699566e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,37,0.18100690841674805,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.060853454751662e+18,4.352746357161722e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 1, 1]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,38,0.17799973487854004,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 1, 1]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,39,0.18404483795166016,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,40,0.17618274688720703,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.305721841082958e+18,4.432724558088241e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,41,0.15226054191589355,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.509778829692371e+18,4.4880478600293253e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,42,0.16282320022583008,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,43,0.17280364036560059,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.264910443361075e+18,4.4204416388164485e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,44,0.16634702682495117,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.979230659307897e+18,4.3226631692699566e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,45,0.18628764152526855,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.060853454751662e+18,4.352746357161722e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,46,0.1778402328491211,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.18328764791731e+18,4.394630878232314e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,47,0.17964768409729004,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.305721841082958e+18,4.432724558088241e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,48,0.1698315143585205,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.856796741020156e+18,4.2742071420780544e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,49,0.17782115936279297,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.264910443361075e+18,4.4204416388164485e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,50,0.26755404472351074,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,51,0.17307662963867188,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.4281560342486057e+18,4.467124703508562e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,52,0.16686558723449707,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.979230659307897e+18,4.3226631692699566e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,53,0.16788053512573242,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,54,0.21091604232788086,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.632212747980112e+18,4.516474083898032e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, 5, 5]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,55,0.16871094703674316,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.8976081387420385e+18,4.290809767657472e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,56,0.16945314407348633,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.387344636526723e+18,4.4560627918994145e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,57,0.17676472663879395,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.305721841082958e+18,4.432724558088241e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,58,0.17914700508117676,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,59,0.17129039764404297,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.979230659307897e+18,4.3226631692699566e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,60,0.16877484321594238,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,61,0.15058612823486328,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.305721841082958e+18,4.432724558088241e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,62,0.158219575881958,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,63,0.15819072723388672,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.632212747980112e+18,4.516474083898032e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,64,0.1669013500213623,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.8976081387420385e+18,4.290809767657472e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,65,0.15522122383117676,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.18328764791731e+18,4.394630878232314e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,66,0.16733455657958984,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,67,0.17918086051940918,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.264910443361075e+18,4.4204416388164485e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,68,0.1586141586303711,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,69,0.15726304054260254,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.18328764791731e+18,4.394630878232314e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,70,0.16929268836975098,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,71,0.1638953685760498,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.387344636526723e+18,4.4560627918994145e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,72,0.15454459190368652,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.938419536463921e+18,4.3069602190799667e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,73,0.15653395652770996,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.060853454751662e+18,4.352746357161722e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,74,0.16415119171142578,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,75,0.17369461059570312,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.264910443361075e+18,4.4204416388164485e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,76,0.15643954277038574,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.387344636526723e+18,4.4560627918994145e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,77,0.1511547565460205,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.530305559245095e+18,4.1244118769331077e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,78,0.16050457954406738,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.856796741020156e+18,4.2742071420780544e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,79,0.16178679466247559,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,80,0.16600918769836426,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.4281560342486057e+18,4.467124703508562e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,81,0.16391324996948242,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.1016648524735447e+18,4.3671356658344264e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,82,0.15073943138122559,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.856796741020156e+18,4.2742071420780544e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,83,0.1585397720336914,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,84,0.16171884536743164,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),2.8976081387420385e+18,4.290809767657472e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,85,0.1781008243560791,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.4689674319704883e+18,4.477785293373571e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,86,0.16300559043884277,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.2240990456391926e+18,4.407745028294705e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
INFO:IP-SML,GeneticAlgorithm,1:GPOL,1,87,0.16068243980407715,11,tensor(0.0687),tensor(0.0715, dtype=torch.float64),3.0200420570297795e+18,4.3379235660297667e+18,[add, tensor(4.4174), div, tensor(4.4174), add, tensor(4.4174), add, tensor(4.4174), div, tensor(4.4174), tensor(4.4174)]
